locality,state,postcode,count,latitude,longitude
Glen Creek,VIC,3691,22,-36.439,146.9275
Running Creek,VIC,3691,22,-36.5487,147.0607
Cobbannah,VIC,3862,22,-37.707,147.2821
Llowalong,VIC,3862,22,-37.9072,147.0367
Wingan River,VIC,3891,22,-37.5271,149.4558
Anderson,VIC,3995,22,-38.5247,145.4485
Yimbun,QLD,4313,22,-27.0245,152.3669
Cutella,QLD,4352,22,-27.4525,151.8189
Kurrowah,QLD,4352,22,-27.6888,151.165
Greenup,QLD,4387,22,-28.5674,151.295
Langlands,QLD,4410,22,-26.694,150.9909
Cuttaburra,QLD,4490,22,-28.7012,145.3981
Togara,QLD,4702,22,-24.0136,148.651
Laglan,QLD,4721,22,-22.4265,146.4531
Mount Macarthur,QLD,4723,22,-22.9105,148.1858
Hazledean,QLD,4741,22,-21.3761,148.9428
Horsnell Gully,SA,5141,22,-34.9279,138.7078
North Cape,SA,5223,22,-35.5819,137.607
Seal Bay,SA,5223,22,-35.9615,137.311
Frayville,SA,5238,22,-34.8555,139.2419
Kongal,SA,5270,22,-36.3728,140.4689
Morn Hill,SA,5371,22,-34.4153,138.7566
Euromina,SA,5454,22,-33.6173,138.5788
Stockyard Creek,SA,5460,22,-34.3044,138.6087
Bungaree,SA,5464,22,-33.7492,138.5695
Port Davis,SA,5540,22,-33.254,137.8944
Whites River,SA,5607,22,-34.4945,135.9496
Barna,SA,5641,22,-33.1763,136.6619
Panitya,SA,5641,22,-33.203,136.1167
Chilpenunda,SA,5660,22,-32.6008,134.516
Mortana,SA,5671,22,-33.0237,134.4451
Cultana,SA,5700,22,-32.7332,137.601
Mungalup,WA,6225,22,-33.3955,116.1033
East Popanyinning,WA,6309,22,-32.6401,117.2528
Boyerine,WA,6316,22,-33.4981,117.3856
Ewlyamartup,WA,6317,22,-33.7002,117.7127
Gillimanning,WA,6370,22,-32.6782,117.4423
Gorge Rock,WA,6375,22,-32.447,117.9931
Boilup,WA,6394,22,-33.7612,117.0265
Wittenoom Hills,WA,6447,22,-33.4972,122.1145
South Kununoppin,WA,6489,22,-31.2042,117.9122
Yuna,WA,6532,22,-28.2956,115.0352
Wyening,WA,6568,22,-31.1636,116.4927
Murchison,WA,6630,22,-26.9453,115.9379
Little Pine Lagoon,TAS,7140,22,-42.0023,146.6113
Scotts Flat,NSW,2330,21,-32.6051,151.2432
Sandy Creek,NSW,2338,21,-31.8045,150.9698
Borambil,NSW,2343,21,-31.5059,150.6388
Yarraman,NSW,2343,21,-31.6643,150.1537
Mihi,NSW,2358,21,-30.714,151.6869
Rangers Valley,NSW,2370,21,-29.5477,151.7662
Dumaresq Valley,NSW,2372,21,-29.1378,151.4444
Bulyeroi,NSW,2387,21,-29.7916,149.1523
Twin Rivers,NSW,2410,21,-28.692,150.6978
Titaatee Creek,NSW,2422,21,-32.0376,152.1151
Bulga Forest,NSW,2429,21,-31.5307,152.1716
The Hatch,NSW,2444,21,-31.365,152.834
The Gap,NSW,2472,21,-29.1529,153.3783
Little Back Creek,NSW,2474,21,-28.6051,153.0356
Duroby,NSW,2486,21,-28.2385,153.4656
Goodmans Ford,NSW,2575,21,-34.2969,150.069
Farringdon,NSW,2622,21,-35.5123,149.6506
Kindervale,NSW,2622,21,-35.6183,149.5851
Sassafras,NSW,2622,21,-35.0919,150.2393
Rhine Falls,NSW,2630,21,-36.1856,148.8964
Rosemeath,NSW,2632,21,-36.9519,149.2487
Bullatale,NSW,2710,21,-35.7069,145.0611
One Tree,NSW,2711,21,-34.1575,144.9028
Bindook,NSW,2787,21,-34.188,150.1063
Murrawombie,NSW,2825,21,-31.1676,147.2143
Gumbalie,NSW,2840,21,-30.1229,145.2252
Gunderbooka,NSW,2840,21,-30.5535,145.6722
Carwell,NSW,2849,21,-32.8318,149.9115
Tabor,VIC,3289,21,-37.8257,142.1932
Warrayure,VIC,3301,21,-37.7106,142.1814
Culla,VIC,3315,21,-37.2422,141.5691
Wootong Vale,VIC,3315,21,-37.5232,141.7274
Cargerie,VIC,3334,21,-37.8046,143.9641
Illabarook,VIC,3351,21,-37.8279,143.649
Langdons Hill,VIC,3363,21,-37.4122,144.0656
Lawrence,VIC,3364,21,-37.3222,143.9002
Mena Park,VIC,3373,21,-37.542,143.4715
Norval,VIC,3377,21,-37.2593,142.8599
Campbells Bridge,VIC,3387,21,-36.9219,142.786
Banyena,VIC,3388,21,-36.579,142.8294
Mockinya,VIC,3401,21,-36.956,142.1575
Grass Flat,VIC,3409,21,-36.6605,141.8374
Cadello,VIC,3442,21,-37.299,144.5262
Lyal,VIC,3444,21,-36.924,144.4533
Spargo Creek,VIC,3461,21,-37.4797,144.1481
Glenlofty,VIC,3469,21,-37.1246,143.2016
Wooroonook,VIC,3525,21,-36.2577,143.1976
Murphys Creek,VIC,3551,21,-36.7407,143.7765
Kunat,VIC,3585,21,-35.5106,143.5419
Koetong,VIC,3704,21,-36.1514,147.4856
Bungeet,VIC,3726,21,-36.2851,146.0507
Bungeet West,VIC,3726,21,-36.3467,146.0052
The Heart,VIC,3851,21,-38.1154,147.1542
Buldah,VIC,3890,21,-37.2805,149.1446
Wangarabell,VIC,3891,21,-37.3917,149.5034
Doctors Flat,VIC,3895,21,-37.3011,147.7471
Gelliondale,VIC,3971,21,-38.6235,146.6001
Macks Creek,VIC,3971,21,-38.4761,146.6397
Koo Wee Rup North,VIC,3981,21,-38.1549,145.5398
Vinegar Hill,QLD,4343,21,-27.501,152.2532
Millwood,QLD,4357,21,-28.0214,151.204
Upper Wheatvale,QLD,4370,21,-28.1383,151.8718
Mount Irving,QLD,4401,21,-27.5134,151.5862
Barramornie,QLD,4416,21,-27.0636,150.1027
Gwambegwine,QLD,4420,21,-25.391,149.6863
Pony Hills,QLD,4454,21,-25.87,148.8948
Cheltenham,QLD,4627,21,-25.6111,150.8069
The Dimonds,QLD,4650,21,-25.5469,152.8526
Coomoo,QLD,4702,21,-23.8088,149.5436
Lowestoff,QLD,4723,21,-22.8484,148.0887
Gunpowder,QLD,4825,21,-19.9031,139.2295
Ballast Head,SA,5221,21,-35.7584,137.7769
Cape Borda,SA,5223,21,-35.7595,136.7136
Claypans,SA,5238,21,-34.8341,139.6946
Meningie East,SA,5264,21,-35.6418,139.564
Morphetts Flat,SA,5320,21,-34.053,139.6807
Yamba,SA,5340,21,-34.2806,140.8819
Bakara,SA,5354,21,-34.6664,139.8125
Paratoo,SA,5422,21,-32.6918,139.2584
Kiana,SA,5607,21,-33.9964,135.3222
Barrabup,WA,6275,21,-33.9068,115.7066
Inkpen,WA,6302,21,-31.8486,116.5716
Dwarda,WA,6308,21,-32.766,116.6857
Jaloran,WA,6315,21,-33.1644,117.4166
Magitup,WA,6338,21,-34.1371,118.1697
Neendaling,WA,6353,21,-33.0982,118.3156
Little Italy,WA,6359,21,-32.672,119.1291
North Kellerberrin,WA,6410,21,-31.4808,117.711
Wilgoyne,WA,6479,21,-30.755,118.3638
North Trayning,WA,6488,21,-31.0439,117.7867
Talgomine,WA,6490,21,-31.1858,118.2621
Gunyidi,WA,6513,21,-30.1324,116.1783
Allanooka,WA,6525,21,-29.0588,115.0951
Naraling,WA,6532,21,-28.3929,114.8445
Lake Ninan,WA,6603,21,-30.9285,116.6356
Karanja,TAS,7140,21,-42.6831,146.8372
Strickland,TAS,7140,21,-42.3688,146.6633
Stormlea,TAS,7184,21,-43.182,147.7736
Tooms Lake,TAS,7209,21,-42.2033,147.775
Telita,TAS,7264,21,-41.1304,147.766
East Arnhem,NT,0822,20,-12.2101,136.6803
Victoria River,NT,0852,20,-16.5972,131.6093
Bowling Alley Point,NSW,2340,20,-31.3914,151.14
Longarm,NSW,2347,20,-30.4727,150.5576
Torryburn,NSW,2358,20,-30.4358,151.2109
Calamia,NSW,2460,20,-29.8325,153.1026
Lilydale,NSW,2460,20,-29.5532,152.6472
Moleville Creek,NSW,2460,20,-29.5752,152.9016
Barringella,NSW,2540,20,-34.8933,150.484
Wollumboola,NSW,2540,20,-34.9417,150.7086
Belowra,NSW,2545,20,-36.166,149.7071
Kowen,ACT,2620,20,-35.3174,149.3167
Rockton,NSW,2632,20,-37.1414,149.3084
Redlands,NSW,2646,20,-35.9329,146.3301
Cunninyeuk,NSW,2734,20,-35.2419,143.9171
Arkstone,NSW,2795,20,-34.0592,149.6291
Charlton,NSW,2795,20,-33.6714,149.6454
Twenty Forests,NSW,2795,20,-33.679,149.7384
Nyrang Creek,NSW,2804,20,-33.5382,148.5445
Cathundral,NSW,2823,20,-31.9737,147.7545
Quanda,NSW,2828,20,-31.1352,148.7256
Kerrigundi,NSW,2835,20,-30.9814,145.3104
Breakfast Creek,NSW,2849,20,-32.6696,149.9937
Ginghi,NSW,2849,20,-32.5873,150.0571
Worlds End,NSW,2850,20,-32.668,149.3719
Trewilga,NSW,2869,20,-32.7865,148.2221
Paaratte,VIC,3268,20,-38.5517,142.9663
Warrabkook,VIC,3286,20,-37.9873,142.0595
Narrapumelap South,VIC,3293,20,-37.7505,142.6325
Wando Bridge,VIC,3312,20,-37.4537,141.4162
Tahara Bridge,VIC,3315,20,-37.6901,141.6433
Mingay,VIC,3324,20,-37.8433,143.3319
Rossbridge,VIC,3377,20,-37.498,142.8568
Miga Lake,VIC,3409,20,-36.897,141.6289
Nowhere Creek,VIC,3469,20,-37.1254,143.2956
Reedy Lake,VIC,3579,20,-35.6578,143.8668
Towan,VIC,3596,20,-35.1447,143.238
Koonda,VIC,3669,20,-36.4911,145.7443
Shelley,VIC,3701,20,-36.1804,147.5442
Pine Mountain,VIC,3709,20,-35.999,147.839
Nangana,VIC,3781,20,-37.8814,145.5322
Thorpdale South,VIC,3824,20,-38.3321,146.1333
Tostaree,VIC,3888,20,-37.7522,148.1895
Mount Gipps,QLD,4285,20,-28.3208,153.0042
Fassifern,QLD,4309,20,-27.9575,152.586
Egypt,QLD,4344,20,-27.6729,152.1004
Malu,QLD,4403,20,-27.3188,151.5808
Lowesby,QLD,4702,20,-24.3405,148.6895
Mantuan Downs,QLD,4722,20,-24.5792,147.1543
Cleland,SA,5152,20,-34.9738,138.7036
Blackfellows Creek,SA,5201,20,-35.2523,138.7133
Ironstone,SA,5222,20,-35.738,137.9804
Giles Corner,SA,5411,20,-34.2245,138.7273
Minburra Plain,SA,5431,20,-32.523,138.9836
Boconnoc Park,SA,5453,20,-33.8662,138.5604
Paramatta,SA,5558,20,-34.0475,137.626
Chinbingina,SA,5680,20,-32.2329,134.2314
Lake Camm,WA,6355,20,-32.9459,119.6733
Magenta,WA,6355,20,-33.3523,119.2888
Malyalling,WA,6370,20,-32.7144,117.5908
Cubbine,WA,6383,20,-31.8755,117.3288
Corinthia,WA,6426,20,-31.1378,119.1293
Ucarty West,WA,6460,20,-31.3286,116.8966
Kojarena,WA,6532,20,-28.7223,114.8734
Minnenooka,WA,6532,20,-28.8719,114.8555
Karalundi,WA,6642,20,-26.1252,118.6736
Woodstock,TAS,7109,20,-43.0749,147.0366
Woodbury,TAS,7120,20,-42.1839,147.4199
Hollow Tree,TAS,7140,20,-42.4972,146.9254
Uxbridge,TAS,7140,20,-42.7649,146.8667
Blumont,TAS,7260,20,-41.1481,147.4092
South Springfield,TAS,7260,20,-41.2519,147.5045
Cowrie Point,TAS,7321,20,-40.8517,145.3704
Point Stuart,NT,0822,19,-12.5609,131.8073
Top Springs,NT,0852,19,-16.5457,131.7989
Ghan,NT,0872,19,-25.4366,133.0903
Falbrook,NSW,2330,19,-32.4217,151.1351
Wylies Flat,NSW,2330,19,-32.5815,151.1281
Colly Blue,NSW,2343,19,-31.4523,150.1444
Abington,NSW,2350,19,-30.3008,151.243
Bakers Creek,NSW,2359,19,-30.3079,150.995
Camerons Creek,NSW,2359,19,-30.3412,151.1072
Iron Pot Creek,NSW,2474,19,-28.6368,152.8681
Roseberry,NSW,2474,19,-28.482,152.9104
Acacia Creek,NSW,2476,19,-28.3757,152.3217
Carrington Falls,NSW,2577,19,-34.6423,150.6529
Stonequarry,NSW,2580,19,-34.3724,149.7748
Northangera,NSW,2622,19,-35.4644,149.9296
Brookong,NSW,2656,19,-35.3094,146.6065
Monia Gap,NSW,2675,19,-33.6059,145.9912
Brobenah,NSW,2705,19,-34.3742,146.4496
Wermatong,NSW,2720,19,-35.3697,148.2878
Brungle Creek,NSW,2722,19,-35.157,148.3018
Thyra,NSW,2731,19,-35.8338,144.7362
Dilpurra,NSW,2734,19,-35.1874,143.6916
Jaunter,NSW,2787,19,-33.9743,149.9126
Judds Creek,NSW,2795,19,-33.8416,149.5387
Paling Yards,NSW,2795,19,-33.1831,149.7423
Mount Aquila,NSW,2820,19,-32.8363,149.1731
Ayrford,VIC,3268,19,-38.4407,142.852
Morgiana,VIC,3301,19,-37.7294,141.8433
Duverney,VIC,3323,19,-38.0226,143.5644
Claretown,VIC,3352,19,-37.5191,144.0342
Middle Creek,VIC,3375,19,-37.3878,143.2391
Crymelon,VIC,3393,19,-36.1531,142.2356
Duchembegarra,VIC,3409,19,-36.6361,141.9261
Glenlogie,VIC,3469,19,-37.2367,143.2914
Archdale Junction,VIC,3475,19,-36.8858,143.5248
Gre Gre South,VIC,3477,19,-36.6758,143.0137
Kulwin,VIC,3490,19,-35.0332,142.6042
Mittyack,VIC,3490,19,-35.1496,142.6371
Hattah,VIC,3501,19,-34.7628,142.3452
Brenanah,VIC,3517,19,-36.5649,143.711
Berrimal,VIC,3518,19,-36.5039,143.4715
Dumosa,VIC,3527,19,-35.9407,143.1968
Liparoo,VIC,3549,19,-34.7942,142.5796
Mincha West,VIC,3568,19,-35.9137,144.1218
Mywee,VIC,3641,19,-35.8557,145.5078
Rythdale,VIC,3810,19,-38.139,145.4661
Caringal,VIC,3825,19,-37.9886,146.3485
Fumina,VIC,3825,19,-37.9042,146.114
Maramingo Creek,VIC,3891,19,-37.435,149.6224
Boolarong,VIC,3960,19,-38.5746,146.2532
Mount Lindesay,QLD,4287,19,-28.3306,152.7368
Merryvale,QLD,4340,19,-27.7964,152.4891
St Aubyn,QLD,4352,19,-27.0794,151.9027
The Bluff,QLD,4355,19,-27.1934,152.1406
Mount Emlyn,QLD,4357,19,-28.0303,151.2936
Bybera,QLD,4387,19,-28.2708,150.9204
Pelham,QLD,4415,19,-26.2778,150.2726
Nangram,QLD,4416,19,-26.8341,150.3113
Kilmorey Falls,QLD,4465,19,-26.1771,148.1955
Bindebango,QLD,4488,19,-27.6187,147.4346
Kioma,QLD,4498,19,-28.1973,149.7938
Tuan Forest,QLD,4650,19,-25.7204,152.8877
Nearum,QLD,4671,19,-25.0756,151.8049
Boulder Creek,QLD,4714,19,-23.6773,150.3399
Oakey Creek,QLD,4714,19,-23.7399,150.3387
Fork Lagoons,QLD,4723,19,-23.402,147.99
Epsom,QLD,4741,19,-21.4758,148.8358
Crystal Creek,QLD,4816,19,-18.9969,146.284
Woolgar,QLD,4822,19,-20.1074,143.4656
Willow Banks,SA,5253,19,-35.0547,139.345
Mount Observation,SA,5255,19,-35.3486,138.753
Meningie West,SA,5264,19,-35.6575,139.1899
Makin,SA,5267,19,-35.9793,140.529
Ngarkat,SA,5302,19,-35.7529,140.7043
Holder Siding,SA,5330,19,-34.3226,140.0696
Wappilka,SA,5332,19,-34.3927,140.3307
Mongolata,SA,5417,19,-33.565,139.1054
Pine Creek,SA,5419,19,-33.2436,139.2441
Cowleds Landing,SA,5609,19,-33.1557,137.4423
Polda,SA,5670,19,-33.5287,135.4252
Inkster,SA,5680,19,-32.9224,134.71
Talbot West,WA,6302,19,-32.1397,116.6752
Ballaying,WA,6315,19,-33.2966,117.5918
Buniche,WA,6353,19,-32.9977,118.7788
Kirk Rock,WA,6372,19,-32.6561,117.764
Dulyalbin,WA,6425,19,-31.554,119.109
Cleary,WA,6472,19,-30.3862,117.6807
North Yelbeni,WA,6487,19,-31.0786,117.6646
Elabbin,WA,6490,19,-31.2547,118.1305
Arrowsmith,WA,6525,19,-29.5458,115.1027
Retreat,TAS,7254,19,-41.1617,147.1707
Reekara,TAS,7256,19,-39.7509,143.9721
Eddystone,TAS,7264,19,-40.9821,148.3213
Needles,TAS,7304,19,-41.55,146.5475
Cradle Mountain,TAS,7306,19,-41.5906,145.9343
Nelson Bay,TAS,7330,19,-41.1397,144.673
Chilcotts Creek,NSW,2339,18,-31.6741,150.8206
Borah Creek,NSW,2346,18,-30.6,150.5032
Ironbark,NSW,2347,18,-30.283,150.8018
Woodstock,NSW,2360,18,-29.743,151.3414
Back Creek,NSW,2422,18,-31.9593,152.0432
Baryulgil,NSW,2460,18,-29.2214,152.631
Coombadjha,NSW,2460,18,-29.3775,152.4935
Smiths Creek,NSW,2460,18,-29.5123,152.7346
Clearfield,NSW,2469,18,-29.1544,152.9124
Warrazambil Creek,NSW,2474,18,-28.4435,153.0304
Tinpot,NSW,2546,18,-36.2137,149.8622
Narrabarba,NSW,2551,18,-37.2459,149.8212
Booth,ACT,2620,18,-35.6372,149.0468
Corang,NSW,2622,18,-35.1759,150.0744
Marlowe,NSW,2622,18,-35.2732,149.8776
Charlotte Pass,NSW,2624,18,-36.4355,148.3326
Beloka,NSW,2628,18,-36.5445,148.7131
Badja,NSW,2630,18,-36.0797,149.5156
Bobundara,NSW,2630,18,-36.4695,148.9758
Charles Sturt University,NSW,2678,18,-35.0594,147.3542
Little River,NSW,2720,18,-35.3316,148.3133
Mount Horeb,NSW,2729,18,-35.2133,148.0378
Brogans Creek,NSW,2848,18,-32.9833,149.9553
Upper Nile,NSW,2849,18,-32.996,150.2471
Broughams Gate,NSW,2880,18,-31.0094,141.2231
Brit Brit,VIC,3315,18,-37.4116,141.7457
Bamganie,VIC,3333,18,-37.9363,143.995
Springdallah,VIC,3351,18,-37.75,143.6285
Chute,VIC,3373,18,-37.3237,143.4041
Lake Fyans,VIC,3381,18,-37.1403,142.636
Joel Joel,VIC,3384,18,-37.0125,143.0
Gatum,VIC,3407,18,-37.3792,141.9516
Beazleys Bridge,VIC,3477,18,-36.7008,143.1551
Tanwood,VIC,3478,18,-37.0125,143.3761
Kinnabulla,VIC,3483,18,-35.8991,142.7097
Willangie,VIC,3485,18,-35.7189,142.8009
Derby,VIC,3516,18,-36.6515,144.0165
Speewa,VIC,3585,18,-35.2214,143.5123
Dropmore,VIC,3660,18,-37.0372,145.4262
Riggs Creek,VIC,3666,18,-36.6634,145.5886
Matlock,VIC,3723,18,-37.6019,146.2041
Esmond,VIC,3730,18,-36.0627,146.1792
Torwood,VIC,3821,18,-38.2591,145.8755
Warragul West,VIC,3821,18,-38.1668,145.885
Jacob Creek,VIC,3825,18,-38.0034,146.3965
Hiamdale,VIC,3847,18,-38.2714,146.7449
Glen Wills,VIC,3898,18,-36.8446,147.4968
Morwincha,QLD,4309,18,-27.9712,152.5804
Mount Sturt,QLD,4370,18,-28.1684,152.2066
Pikes Creek,QLD,4380,18,-28.7265,151.537
Riversleigh,QLD,4470,18,-26.8,146.4336
Cooladdi,QLD,4479,18,-26.7046,145.5387
Alsace,QLD,4702,18,-23.285,149.2982
Belmunda,QLD,4740,18,-20.9536,149.0274
Coral Sea,QLD,4740,18,-20.6173,148.7956
Hail Creek,QLD,4742,18,-21.4811,148.4499
Torrens Island,SA,5015,18,-34.7889,138.5228
Lake Alexandrina,SA,5259,18,-35.4012,139.0702
Mayfield,SA,5454,18,-33.3501,138.6765
Burnsfield,SA,5520,18,-33.6792,138.2441
Kappawanta,SA,5670,18,-33.681,135.2726
Carawa,SA,5680,18,-32.3459,134.2067
Beedelup,WA,6260,18,-34.3954,115.8896
Jarrahwood,WA,6275,18,-33.7964,115.666
Kealy,WA,6280,18,-33.6575,115.2243
Glencoe,WA,6316,18,-33.4828,117.6202
Datatine,WA,6317,18,-33.422,117.8637
Marracoonda,WA,6317,18,-33.6674,117.4534
Monjebup,WA,6338,18,-34.2688,118.563
East Newdegate,WA,6355,18,-33.086,119.2849
Mount Stirling,WA,6383,18,-31.8731,117.5201
Hulongine,WA,6460,18,-31.3644,116.8302
Nolba,WA,6532,18,-28.2891,114.8469
Paynes Find,WA,6612,18,-29.304,117.6393
Koolanooka,WA,6623,18,-29.2525,116.1202
Apsley,TAS,7030,18,-42.4067,147.1493
Collett Creek,NT,0822,17,-12.8958,130.9193
Freds Pass,NT,0822,17,-12.5392,131.0535
Elsey,NT,0852,17,-15.0347,133.0239
Audley,NSW,2232,17,-34.063,151.0583
Glenworth Valley,NSW,2250,17,-33.4222,151.1756
Tahlee,NSW,2324,17,-32.6624,151.9993
Appletree Flat,NSW,2330,17,-32.5102,150.8577
Scotts Creek,NSW,2338,17,-31.7401,150.9532
Appleby,NSW,2340,17,-30.9631,150.8282
Briarbrook,NSW,2365,17,-30.1722,151.3853
Georges Creek,NSW,2365,17,-30.1613,151.2089
Bald Nob,NSW,2370,17,-29.6432,151.9782
Moggs Swamp,NSW,2370,17,-29.9416,152.025
Boonal,NSW,2409,17,-28.7738,150.5959
Wallaringa,NSW,2420,17,-32.4537,151.6759
Coneac,NSW,2422,17,-31.848,151.8238
Forbes River,NSW,2446,17,-31.2905,152.3244
Clifden,NSW,2460,17,-29.5354,152.981
Peacock Creek,NSW,2469,17,-28.7006,152.6902
Tooloom,NSW,2475,17,-28.5789,152.4503
Lindesay Creek,NSW,2476,17,-28.359,152.6266
Comberton,NSW,2540,17,-34.949,150.6186
Narrangullen,NSW,2582,17,-35.0373,148.7332
Weedallion,NSW,2594,17,-34.2012,147.9066
Arable,NSW,2630,17,-36.3866,148.9803
Yarara,NSW,2644,17,-35.7402,147.6427
Pan Ban,NSW,2648,17,-33.1078,143.2613
Laurel Hill,NSW,2649,17,-35.6045,148.0921
Hartwood,NSW,2710,17,-35.3663,145.3499
Sandy Gully,NSW,2729,17,-35.2929,148.0383
Doctors Gap,NSW,2790,17,-33.4909,150.176
Mount Collins,NSW,2794,17,-34.0276,148.7907
Copperhannia,NSW,2795,17,-33.8874,149.2689
Gemalla,NSW,2795,17,-33.5239,149.8336
Miamley,NSW,2873,17,-32.4058,146.9317
Cundare,VIC,3251,17,-38.1489,143.5934
Yatchaw,VIC,3301,17,-37.8396,142.1477
Tahara West,VIC,3310,17,-37.7313,141.6281
Muntham,VIC,3315,17,-37.57,141.5542
Larralea,VIC,3325,17,-38.038,143.2356
Tourello,VIC,3363,17,-37.3539,143.7858
Mount Cameron,VIC,3370,17,-37.2045,143.8163
Stony Creek,VIC,3371,17,-37.2279,143.6807
Bornes Hill,VIC,3379,17,-37.5784,142.5168
Stavely,VIC,3379,17,-37.6049,142.6315
Willaura North,VIC,3379,17,-37.3914,142.7672
Boolite,VIC,3392,17,-36.3474,142.673
Ozenkadnook,VIC,3413,17,-36.8225,141.3254
Tarilta,VIC,3451,17,-37.1766,144.1899
Woodstock West,VIC,3463,17,-36.8167,143.9888
Rathscar West,VIC,3465,17,-37.0251,143.483
Burkes Flat,VIC,3475,17,-36.6483,143.5494
Kooreh,VIC,3477,17,-36.6386,143.3968
Sutherland,VIC,3477,17,-36.5451,143.2102
Warrenmang,VIC,3478,17,-37.0325,143.3034
Lindsay Point,VIC,3496,17,-34.0896,141.0015
Arnold West,VIC,3551,17,-36.6668,143.7949
Loddon Vale,VIC,3575,17,-36.0053,143.9493
Fish Point,VIC,3585,17,-35.4444,143.7287
Towong Upper,VIC,3707,17,-36.203,148.0232
Flynns Creek,VIC,3844,17,-38.2527,146.6411
Suggan Buggan,VIC,3885,17,-36.9475,148.335
Madalya,VIC,3971,17,-38.5083,146.5126
Motley,QLD,4356,17,-27.5418,151.6156
Beelbee,QLD,4405,17,-27.1192,150.8327
Halliford,QLD,4406,17,-27.4146,150.9452
Lake Monduran,QLD,4671,17,-24.8466,151.7766
Balcomba,QLD,4702,17,-23.312,149.6303
Mount Gardiner,QLD,4705,17,-22.9582,149.5189
Walmul,QLD,4714,17,-23.7201,150.3717
Elgin,QLD,4721,17,-22.2271,146.6937
Swans Lagoon,QLD,4807,17,-20.0453,147.2546
Calcium,QLD,4816,17,-19.6617,146.8209
Orient,QLD,4850,17,-18.7697,146.2178
Gunnawarra,QLD,4872,17,-17.8725,144.9494
Kuitpo Colony,SA,5172,17,-35.2853,138.6943
Taunton,SA,5235,17,-34.6872,139.0898
Riverglen,SA,5253,17,-35.1712,139.3005
Schell Well,SA,5311,17,-34.8301,140.4481
Naidia,SA,5354,17,-34.5079,139.8202
Stow,SA,5461,17,-34.0054,138.4199
Inneston,SA,5577,17,-35.2406,136.9057
Port Bonython,SA,5601,17,-32.972,137.7535
White Well Corner,SA,5690,17,-31.8736,133.3097
Hacketts Gully,WA,6076,17,-31.9816,116.1092
The Spectacles,WA,6167,17,-32.2201,115.8404
Inglehope,WA,6213,17,-32.7619,116.1941
Badgin,WA,6302,17,-31.8053,117.0075
Kenmare,WA,6316,17,-33.5692,117.2
Westwood,WA,6316,17,-33.6017,117.3584
Coyrecup,WA,6317,17,-33.7017,117.8419
Merilup,WA,6352,17,-33.318,118.1781
Dardadine,WA,6392,17,-33.2302,116.8047
Meenaar,WA,6401,17,-31.6572,116.895
Greenwoods Valley,WA,6405,17,-31.5122,116.9393
Tandegin,WA,6415,17,-31.6673,118.5077
Lake Brown,WA,6479,17,-30.959,118.3719
North Kununoppin,WA,6489,17,-31.0431,117.9327
Nugadong,WA,6609,17,-30.1943,116.699
Inggarda,WA,6701,17,-24.8891,113.7812
Meadowbank,TAS,7140,17,-42.6398,146.8436
Rocky Hills,TAS,7190,17,-42.2285,148.0143
Golconda,TAS,7254,17,-41.1813,147.3005
Lower Turners Marsh,TAS,7267,17,-41.209,147.1122
Toiberry,TAS,7301,17,-41.6175,147.0341
Oaks,TAS,7303,17,-41.5842,146.973
Camena,TAS,7316,17,-41.1744,145.9623
Mount Bundey,NT,0822,16,-12.9329,131.6722
Creswell,NT,0852,16,-17.8236,135.5827
Delamere,NT,0852,16,-15.4423,131.7051
Tablelands,NT,0862,16,-19.1235,135.5024
Kiar,NSW,2259,16,-33.2028,151.4487
Bowmans Creek,NSW,2330,16,-32.2615,151.1223
Singleton Military Area,NSW,2331,16,-32.6454,151.1676
Green Creek,NSW,2338,16,-31.7852,151.0411
Macdonalds Creek,NSW,2339,16,-31.799,150.4496
Coomoo Coomoo,NSW,2343,16,-31.5677,150.1012
Thirldene,NSW,2347,16,-30.3184,150.9026
Oban,NSW,2365,16,-30.1031,151.8581
The Pilliga,NSW,2388,16,-30.6912,149.4105
Bretti,NSW,2422,16,-31.7861,151.9155
Terreel,NSW,2422,16,-32.2369,152.0056
Corangula,NSW,2440,16,-30.9899,152.6795
Hartys Plains,NSW,2446,16,-31.4758,152.6268
Bundagen,NSW,2454,16,-30.4215,153.0498
Jacksons Flat,NSW,2469,16,-28.8455,152.5587
Woolners Arm,NSW,2470,16,-28.6845,152.8374
Cockwhy,NSW,2539,16,-35.5395,150.2923
Chinnock,NSW,2550,16,-36.7017,149.9436
Maldon,NSW,2571,16,-34.195,150.6313
Middlingbank,NSW,2630,16,-36.2132,148.818
Quidong,NSW,2632,16,-36.9328,149.0585
Nyora,NSW,2646,16,-35.5452,145.9727
Boorga,NSW,2652,16,-34.0324,146.0239
Cobramunga,NSW,2732,16,-35.4816,143.908
Noorong,NSW,2732,16,-35.3505,144.0119
Paringi,NSW,2738,16,-34.3177,142.355
The Meadows,NSW,2787,16,-33.6426,149.9308
Newnes,NSW,2790,16,-33.1836,150.2376
Yarragal,NSW,2820,16,-32.5866,149.0885
Beemunnel,NSW,2824,16,-31.679,147.8531
Eenaweena,NSW,2824,16,-31.59,147.599
Red Hill,NSW,2824,16,-31.7292,147.8017
Kulwin,NSW,2835,16,-32.3409,144.9663
Munghorn,NSW,2850,16,-32.38,149.8354
Amaroo,NSW,2866,16,-33.1618,148.9196
Sugarloaf,VIC,3234,16,-38.6965,143.7965
